,PassengerId,Survived
0,892,0.4238969269685583
1,893,0.4238969269685583
2,894,0.4238969269685583
3,895,0.35552767402532626
4,896,0.4238756535929713
5,897,0.39286190297762397
6,898,0.4238969269685585
7,899,0.4958861379408018
8,900,0.4293576532191168
9,901,0.3046360874373796
10,902,0.3334446511182292
11,903,0.42389692696855824
12,904,0.4238969269685583
13,905,0.4238969269685583
14,906,0.16451691321592032
15,907,0.40587468847014607
16,908,0.4238969269685583
17,909,0.25103719355606363
18,910,0.238027678456004
19,911,0.4238427796258313
20,912,0.8053895528821737
21,913,0.423896926969477
22,914,0.4232753217355552
23,915,0.42389692696852604
24,916,0.4238969269685583
25,917,0.31725499642001787
26,918,0.4242181763112453
27,919,0.4018580879111228
28,920,0.4222649870899057
29,921,0.4239105745820996
30,922,0.42424447299889106
31,923,0.4238969500048107
32,924,0.42264465976147036
33,925,0.42389692693788666
34,926,0.4238969269685583
35,927,0.4246744714661795
36,928,0.4238969269685583
37,929,0.3727120445393344
38,930,0.24986790655458505
39,931,0.44212009973310745
40,932,0.423325411787406
41,933,0.4238969275151466
42,934,0.4228384088104641
43,935,0.4238969269685583
44,936,0.7404106378956433
45,937,0.4238906284397666
46,938,0.40922107339561686
47,939,0.27520760741540395
48,940,0.4238969269685583
49,941,0.4238969269685583
50,942,0.4238969269685583
51,943,0.42389544259235046
52,944,0.4301052424033946
53,945,0.467697322572485
54,946,0.4238969269685583
55,947,0.2294914195342681
56,948,0.42387946906562257
57,949,0.13502109593440437
58,950,0.4238969269685583
59,951,0.42389692697054554
60,952,0.2584873986493113
61,953,0.4238969269685583
62,954,0.30670516871627174
63,955,0.4238969269685583
64,956,0.44352173334759876
65,957,0.4246249589189312
66,958,0.45039512441079854
67,959,0.4238969240541666
68,960,0.4238969269685583
69,961,0.37490293630129573
70,962,0.44088015748140563
71,963,0.17439139019974317
72,964,0.42387018247915187
73,965,0.4238969269685583
74,966,0.42374527974598214
75,967,0.4166909360547958
76,968,0.4238969269685583
77,969,0.4146425525397187
78,970,0.3868361853540515
79,971,0.4238969269685583
80,972,0.3172609605575537
81,973,0.4238969269685583
82,974,0.4238969269685583
83,975,0.60946344962399
84,976,0.4238969269685583
85,977,0.33569881392992484
86,978,0.4238969269685583
87,979,0.4238969269685583
88,980,0.41800371264126857
89,981,0.7136916866345999
90,982,0.4218450049838026
91,983,0.4238969269685583
92,984,0.392535521547933
93,985,0.4238959217471841
94,986,0.4238969269685583
95,987,0.2023025606841561
96,988,0.4238969269685583
97,989,0.4238969266114465
98,990,0.373586248003927
99,991,0.4238521689484043
100,992,0.4238969270914142
101,993,0.6970575945075355
102,994,0.4238969269670349
103,995,0.09842349398887557
104,996,0.4212741229061275
105,997,0.09992644573613185
106,998,0.4267553933266163
107,999,0.4238969269685583
108,1000,0.4238969269685583
109,1001,0.43712816002139643
110,1002,0.4238969269685575
111,1003,0.423896926973807
112,1004,0.4238969269685583
113,1005,0.4238969269685583
114,1006,0.4238969269685583
115,1007,0.423596233965156
116,1008,0.34939432168954615
117,1009,0.5989242198008842
118,1010,0.4238969269685583
119,1011,0.4236603945891227
120,1012,0.4238969269685583
121,1013,0.42389676532871695
122,1014,0.4238969269685583
123,1015,0.4265618860740696
124,1016,0.4238969269685583
125,1017,0.4238969269685583
126,1018,0.6165325339767382
127,1019,0.4238969269685583
128,1020,0.42389692696452863
129,1021,0.4238969269685583
130,1022,0.4238969269685583
131,1023,0.43495642354374414
132,1024,0.42389692696855813
133,1025,0.42406960004750693
134,1026,0.42389692696724984
135,1027,0.42281832188204294
136,1028,0.42360536752200345
137,1029,0.4238969269685583
138,1030,0.4232142303645264
139,1031,0.3172311774691768
140,1032,0.11859240526940162
141,1033,0.4236897632440187
142,1034,0.4238969269685583
143,1035,0.13390049874783988
144,1036,0.8487693549403245
145,1037,0.23802866917147605
146,1038,0.4238969579705868
147,1039,0.4238969269685583
148,1040,0.4614012232369578
149,1041,0.3748338327756975
150,1042,0.8051078990224871
151,1043,0.3423500051199314
152,1044,0.4238969269685583
153,1045,0.4228645669299717
154,1046,0.35145766034849435
155,1047,0.4329096922492324
156,1048,0.4238969269685583
157,1049,0.272014206074633
158,1050,0.4238969269685583
159,1051,0.42352911868760906
160,1052,0.4238969269685583
161,1053,0.42883384981518186
162,1054,0.4238969269685583
163,1055,0.4092185250029664
164,1056,0.4238969269685583
165,1057,0.42389692660846395
166,1058,0.42389692319307554
167,1059,0.16327950737587632
168,1060,0.4238969269685583
169,1061,0.39081976699928306
170,1062,0.4238969269685583
171,1063,0.29096126619872265
172,1064,0.42114655365174514
173,1065,0.41230279683534055
174,1066,0.6888152818775506
175,1067,0.4238969269685583
176,1068,0.21620387435063795
177,1069,0.4239035093088112
178,1070,0.4238969269685583
179,1071,0.4238969269685583
180,1072,0.4238969269685583
181,1073,0.6969577600616605
182,1074,0.16448385387727965
183,1075,0.4238969269685583
184,1076,0.32846897287058513
185,1077,0.4238969269685583
186,1078,0.4238968579201747
187,1079,0.423896926968558
188,1080,0.4238969269685583
189,1081,0.4236604735506605
190,1082,0.6970204917334476
191,1083,0.4238969269685583
192,1084,0.4238969269685583
193,1085,0.4238969269685583
194,1086,0.4238969269685583
195,1087,0.4059137519897709
196,1088,0.4238969269685583
197,1089,0.33108157163693624
198,1090,0.3907145080231569
199,1091,0.4238969269685583
200,1092,0.4238969269685583
201,1093,0.4238969269684702
202,1094,0.4442118933120396
203,1095,0.4326161492796642
204,1096,0.4238969269685583
205,1097,0.4238969269685583
206,1098,0.4238969269685583
207,1099,0.4238969269685583
208,1100,0.4238971806837831
209,1101,0.20507084994781602
210,1102,0.3691416018417672
211,1103,0.405097475404915
212,1104,0.16278607525389455
213,1105,0.4238969269685583
214,1106,0.42389696619843015
215,1107,0.42389692696676634
216,1108,0.4238969269709191
217,1109,0.42389697489711226
218,1110,0.4238969269685583
219,1111,0.4238969269685583
220,1112,0.5807042275999077
221,1113,0.4238969269685583
222,1114,0.42343606436591424
223,1115,0.1607953216928687
224,1116,0.4239066303499157
225,1117,0.3936875538433142
226,1118,0.2690856498344074
227,1119,0.4237421325980122
228,1120,0.4238969269685583
229,1121,0.4238969269685583
230,1122,0.42390058044508655
231,1123,0.42389922606313035
232,1124,0.38198364215754926
233,1125,0.4238969269685605
234,1126,0.8049280579568071
235,1127,0.4238968838603084
236,1128,0.49589642368082953
237,1129,0.42380492904614453
238,1130,0.6718545284633701
239,1131,0.23800937322803678
240,1132,0.4238969269685583
241,1133,0.4238969269685583
242,1134,0.47298429030865374
243,1135,0.41669144986174106
244,1136,0.4238969269411121
245,1137,0.4238969251596505
246,1138,0.4238969270295926
247,1139,0.42424453058667483
248,1140,0.4238969269645313
249,1141,0.34497497768085594
250,1142,0.49880021824637266
251,1143,0.32565334095792514
252,1144,0.4238969269685583
253,1145,0.16485717917161896
254,1146,0.6396732458985931
255,1147,0.4238969269685583
256,1148,0.4238969269685583
257,1149,0.4238969269685583
258,1150,0.4238969269685583
259,1151,0.4238969269685583
260,1152,0.8381605689439993
261,1153,0.42207638053749513
262,1154,0.42473713749862074
263,1155,0.4238969267807307
264,1156,0.42389692696856435
265,1157,0.43701292267846437
266,1158,0.42383572597652425
267,1159,0.4238969269685583
268,1160,0.42389692696131254
269,1161,0.2026161417024318
270,1162,0.4238969269685583
271,1163,0.4238969269685583
272,1164,0.4238969269685583
273,1165,0.42388248872077633
274,1166,0.4214858500603886
275,1167,0.40587387712259826
276,1168,0.4238971542104657
277,1169,0.42389754414313835
278,1170,0.4238969269685583
279,1171,0.4233819042220336
280,1172,0.41735231992669886
281,1173,0.4238969269685611
282,1174,0.4238572221317623
283,1175,0.440000867110611
284,1176,0.4238969269684298
285,1177,0.4238969268996543
286,1178,0.4132929033085097
287,1179,0.4238969269685583
288,1180,0.42386303780667883
289,1181,0.4238969269685583
290,1182,0.42389692696849096
291,1183,0.7415993937268527
292,1184,0.42401155391711365
293,1185,0.4238969269685583
294,1186,0.42689071900960013
295,1187,0.1935494227491862
296,1188,0.7293240514508444
297,1189,0.4239105745820996
298,1190,0.42396488517906883
299,1191,0.3783916324486716
300,1192,0.42228285646492286
301,1193,0.4238969269666485
